entry_id,character,modern_reading,mc_form,mc_onset,mc_onset_group,mc_rhyme,mc_rhyme_group,mc_annotation,oc_form_raw,oc_form_clean,gloss,source_ref,pdf_page,raw_text
1076e,杻,chǒu,trhjuw,trh,徹,-juw,尤,trh- + -juw B,*n̥<r>uʔ,n̥ruʔ,"shackles, handcuffs",21175.07754U+677B,143,"1076e杻chǒutrhjuwX(trh- + -juw B)*n̥<r>uʔ shackles, handcuffs21175.07754U+677B"
1076f,狃,niǔ,nrjuw,nr,娘,-juw,尤,nr- + -juw B,*Cə.n<r>uʔ,Cə.nruʔ,animal tracks; claws,21337.06944U+72C3,143,1076f狃niǔnrjuwX(nr- + -juw B)*Cəә.n<r>uʔ animal tracks; claws21337.06944U+72C3
1076g,紐,niǔ,nrjuw,nr,娘,-juw,尤,nr- + -juw B,*n<r>uʔ,nruʔ,fastener,53377.071204U+7D10,143,1076g紐niǔnrjuwX(nr- + -juw B)*n<r>uʔ fastener53377.071204U+7D10
1076h,羞,xiū,sjuw,s,心,-juw,尤,s- + -juw A,*s-nu,s-nu,shame,53128.071235U+7F9E,143,1076h羞xiūsjuw(s- + -juw A)*s-nu shame53128.071235U+7F9E
1077d,修,xiū,sjuw,s,心,-juw,尤,s- + -juw A,*s-liw,s-liw,adorn,10159.0298U+4FEE,143,1077d修xiūsjuw(s- + -juw A)*s-liw adorn10159.0298U+4FEE
1077e,脩,xiū,sjuw,s,心,-juw,尤,s- + -juw A,*s-liw,s-liw,dried meat,10176.041307U+8129,143,1077e脩xiūsjuw(s- + -juw A)*s-liw dried meat10176.041307U+8129
1077f,條,tiáo,dew,d,定,-ew,蕭,d- + -ew A,*[l]ˤiw,lˤiw,arrange,10176.02757U+689D,143,1077f條tiáodew(d- + -ew A)*[l]ˤiw arrange10176.02757U+689D
1077f,條,tiáo,dew,d,定,-ew,蕭,d- + -ew A,*lˤiw,lˤiw,"branch (n.), shoot (n.)",10176.02757U+689D,143,"1077f條tiáodew(d- + -ew A)*lˤiw branch (n.), shoot (n.)10176.02757U+689D"
1077x,滌,dí,dek,d,定,-ek,錫,d- + -ek D,*lˤiwk,lˤiwk,"wash, clean (v.)",31700.038511U+6ECC,143,"1077x滌dídek(d- + -ek D)*lˤiwk wash, clean (v.)31700.038511U+6ECC"
1078d,滔,tāo,thaw,th,透,-aw,豪,th- + -aw A,*l̥ˤu,l̥ˤu,rushing water,31702.088510U+6ED4,143,1078d滔tāothaw(th- + -aw A)*l̥ˤu rushing water31702.088510U+6ED4
1078h,稻,dào,daw,d,定,-aw,豪,d- + -aw B,*[l]ˤuʔ,lˤuʔ,"rice, paddy",42624.1111510U+7A3B,143,"1078h稻dàodawX(d- + -aw B)*[l]ˤuʔ rice, paddy42624.1111510U+7A3B"
1079f,抽,chōu,trhjuw,trh,徹,-juw,尤,trh- + -juw A,*l̥ru,l̥ru,"take out, pull out",31852.02645U+62BD,143,"1079f抽chōutrhjuw(trh- + -juw A)*l̥ru take out, pull out31852.02645U+62BD"
1079i,冑,zhòu,drjuw,dr,澄,-juw,尤,dr- + -juw C,*[l]ru-s,lru-s,helmet,32059.09137U+5191,143,1079i冑zhòudrjuwH(dr- + -juw C)*[l]ru-s helmet32059.09137U+5191
1079m,袖,xiù,zjuw,z,邪,-juw,尤,z- + -juw C,*sə.[l]u-s,sə.lu-s,sleeve,53083.031455U+8896,143,1079m袖xiùzjuwH(z- + -juw C)*səә.[l]u-s sleeve53083.031455U+8896
1079p,軸,zhóu,drjuwk,dr,澄,-juwk,屋,dr- + -juwk D,*lruk,lruk,wheel-axle,53520.121595U+8EF8,143,1079p軸zhóudrjuwk(dr- + -juwk D)*lruk wheel-axle53520.121595U+8EF8
1083j,啁,zhāo,traew,tr,知,-aew,肴,tr- + -aew A,*tˤriw,tˤriw,"twitter, noise",10644.05308U+5541,144,"1083j啁zhāotraew(tr- + -aew A)*tˤriw twitter, noise10644.05308U+5541"
1083l,稠,chóu,drjuw,dr,澄,-juw,尤,dr- + -juw A,*[d]riw,driw,"dense, thick",42614.11158U+7A20,144,"1083l稠chóudrjuw(dr- + -juw A)*[d]riw dense, thick42614.11158U+7A20"
1083m,綢,chóu,drjuw,dr,澄,-juw,尤,dr- + -juw A,*[d]riw,driw,bind round,53417.11208U+7DA2,144,1083m綢chóudrjuw(dr- + -juw A)*[d]riw bind round53417.11208U+7DA2
1083o,凋,diāo,tew,t,端,-ew,蕭,t- + -ew A,*tˤiw,tˤiw,wither (v.),10299.07158U+51CB,144,1083o凋diāotew(t- + -ew A)*tˤiw wither (v.)10299.07158U+51CB
1083r,彫,diāo,tew,t,端,-ew,蕭,t- + -ew A,*tˤiw,tˤiw,"engrave, carve",20855.04598U+5F6B,144,"1083r彫diāotew(t- + -ew A)*tˤiw engrave, carve20855.04598U+5F6B"
1083t,雕,diāo,tew,t,端,-ew,蕭,t- + -ew A,*tˤiw,tˤiw,bird of prey,64102.041728U+96D5,144,1083t雕diāotew(t- + -ew A)*tˤiw bird of prey64102.041728U+96D5
1083x,調,tiáo,dew,d,定,-ew,蕭,d- + -ew A,*[d]ˤiw,dˤiw,"tune (v.), adjust63989.061498U+8ABF 1084a⾈舟zhōutsyuw(tsy- + -juw A)*tu boat",53055.011370U+821F,144,"1083x調tiáodew(d- + -ew A)*[d]ˤiw tune (v.), adjust63989.061498U+8ABF 1084a⾈舟zhōutsyuw(tsy- + -juw A)*tu boat53055.011370U+821F"
1088a,臭,chòu,xjuw,x,曉,-juw,尤,x- + -juw C,*qʰu(ʔ)-s,qʰuʔ-s,"odor, to stink (intransitive)?",53047.041324U+81ED,144,"1088a臭chòuxjuwH(x- + -juw C)*qʰu(ʔ)-s odor, to stink (intransitive)?53047.041324U+81ED"
1088c,嗅,xiù,xjuw,x,曉,-juw,尤,x- + -juw C,*qʰu(ʔ)-s,qʰuʔ-s,to smell (tr.),10668.123010U+55C5,144,1088c嗅xiùxjuwH(x- + -juw C)*qʰu(ʔ)-s to smell (tr.)10668.123010U+55C5
1090a,𠃬,chóu,drjuw,dr,澄,-juw,尤,dr- + -juw A,*[d]ru,dru,plowed field,10053.1656U+200EC,144,1090a𠃬chóudrjuw(dr- + -juw A)*[d]ru plowed field10053.1656U+200EC
1090b,𢏚,chóu,drjuw,dr,澄,-juw,尤,dr- + -juw A,*[d]ru,dru,plowed field,20996.01576U+223DA,144,1090b𢏚chóudrjuw(dr- + -juw A)*[d]ru plowed field20996.01576U+223DA
1090l,疇,chóu,drjuw,dr,澄,-juw,尤,dr- + -juw A,*[d]ru,dru,"in the past, yesterday",42553.1310214U+7587,144,"1090l疇chóudrjuw(dr- + -juw A)*[d]ru in the past, yesterday42553.1310214U+7587"
1090l,疇,chóu,drjuw,dr,澄,-juw,尤,dr- + -juw A,*[d]ru,dru,plowed field,42553.1310214U+7587,144,1090l疇chóudrjuw(dr- + -juw A)*[d]ru plowed field42553.1310214U+7587
1090r,擣,dǎo,taw,t,端,-aw,豪,t- + -aw B,*tˤuʔ,tˤuʔ,pound (v.),31973.136414U+64E3,144,1090r擣dǎotawX(t- + -aw B)*tˤuʔ pound (v.)31973.136414U+64E3
1090s,禱,dǎo,taw,t,端,-aw,豪,t- + -aw B,*[t]ˤuʔ,tˤuʔ,pray42410.111314U+79B1 1090a'鑄zhùtsyuH(tsy- + -ju C)*tu-s (MC F!)to cast (a bronze vessel),64266.0716714U+9444,144,1090s禱dǎotawX(t- + -aw B)*[t]ˤuʔ pray42410.111314U+79B1 1090a'鑄zhùtsyuH(tsy- + -ju C)*tu-s (MC F!)to cast (a bronze vessel)64266.0716714U+9444
1092a,秋,qiū,tshjuw,tsh,清,-juw,尤,tsh- + -juw A,*tsʰiw,tsʰiw,autumn; crop,42595.051154U+79CB,144,1092a秋qiūtshjuw(tsh- + -juw A)*tsʰiw autumn; crop42595.051154U+79CB
1092i,愁,chóu,dzrjuw,dzr,崇,-juw,尤,dzr- + -juw A,*[dz]riw,dzriw,grieved,42322.08619U+6101,144,1092i愁chóudzrjuw(dzr- + -juw A)*[dz]riw grieved42322.08619U+6101
1093a,就,jiù,dzjuw,dz,從,-juw,尤,dz- + -juw C,*[dz]u[k]-s,dzuk-s,go to,10555.11439U+5C31,145,1093a就jiùdzjuwH(dz- + -juw C)*[dz]u[k]-s go to10555.11439U+5C31
1094a,囚,qiú,zjuw,z,邪,-juw,尤,z- + -juw A,*sə.lu,sə.lu,prisoner,10710.13312U+56DA,145,1094a囚qiúzjuw(z- + -juw A)*səә.lu prisoner10710.13312U+56DA
1094c,泅,qiú,zjuw,z,邪,-juw,尤,z- + -juw A,*[s-N].ru,s-N.ru,swim,31587.02855U+6CC5,145,1094c泅qiúzjuw(z- + -juw A)*[s-N].ru swim31587.02855U+6CC5
1095a,秀,xiù,sjuw,s,心,-juw,尤,s- + -juw C,*[s-l]u(ʔ)-s,s-luʔ-s,to flower,42589.041152U+79C0,145,1095a秀xiùsjuwH(s- + -juw C)*[s-l]u(ʔ)-s to flower42589.041152U+79C0
1096k,酒,jiǔ,tsjuw,ts,精,-juw,尤,ts- + -juw B,*tsuʔ,tsuʔ,wine,63574.021643U+9152,145,1096k酒jiǔtsjuwX(ts- + -juw B)*tsuʔ wine63574.021643U+9152
1096l,酋,qiú,dzjuw,dz,從,-juw,尤,dz- + -juw A,*m-tsu,m-tsu,wine-master,63572.041642U+914B,145,1096l酋qiúdzjuw(dz- + -juw A)*m-tsu wine-master63572.041642U+914B
1096n,蝤,qiú,dzjuw,dz,從,-juw,尤,dz- + -juw A,*[dz]u,dzu,,42873.071429U+8764,145,1096n蝤qiúdzjuw(dz- + -juw A)*[dz]u 42873.071429U+8764
1096o,遒,qiú,tsjuw,ts,精,-juw,尤,ts- + -juw A,*tsu,tsu,"collect, bring together",63862.011629U+9052,145,"1096o遒qiútsjuw(ts- + -juw A)*tsu collect, bring together63862.011629U+9052"
1096p,緧,qiū,tshjuw,tsh,清,-juw,尤,tsh- + -juw A,*[tsʰ]u,tsʰu,crupper,53430.191209U+7DE7,145,1096p緧qiūtshjuw(tsh- + -juw A)*[tsʰ]u crupper53430.191209U+7DE7
1097a,叜,sǒu,suw,s,心,-uw,侯,s- + -uw B,*s-ruʔ,s-ruʔ,old man,10398.03297U+53DC,145,1097a叜sǒusuwX(s- + -uw B)*s-ruʔ old man10398.03297U+53DC
1097d,搜,sōu,srjuw,sr,生,-juw,尤,sr- + -juw A,*sru,sru,search,31919.076410U+641C,145,1097d搜sōusrjuw(sr- + -juw A)*sru search31919.076410U+641C
1097i,瘦,shòu,srjuw,sr,生,-juw,尤,sr- + -juw C,*sru-s,sru-s,lean (adj.),42685.0310410U+7626,145,1097i瘦shòusrjuwH(sr- + -juw C)*sru-s lean (adj.)42685.0310410U+7626
1097m,傁,sǒu,suw,s,心,-uw,侯,s- + -uw B,*s-ruʔ,s-ruʔ,old man,10192.06910U+5081,145,1097m傁sǒusuwX(s- + -uw B)*s-ruʔ old man10192.06910U+5081
1101-,杽,chǒu,trhjuw,trh,徹,-juw,尤,trh- + -juw B,*n̥<r>uʔ,n̥ruʔ,"shackles, handcuffs21170.1754U+677D 1101a⼿手shǒusyuwX(sy- + -juw B)*n̥uʔ hand31824.01640U+624B 1102a⾸首shǒusyuwX(sy- + -juw B)*l̥uʔ head74500.011850U+9996 1102a⾸首shǒusyuwH(sy- + -juw C)*l̥uʔ-s turn the head towards",74500.011850U+9996,145,"1101-杽chǒutrhjuwX(trh- + -juw B)*n̥<r>uʔ shackles, handcuffs21170.1754U+677D 1101a⼿手shǒusyuwX(sy- + -juw B)*n̥uʔ hand31824.01640U+624B 1102a⾸首shǒusyuwX(sy- + -juw B)*l̥uʔ head74500.011850U+9996 1102a⾸首shǒusyuwH(sy- + -juw C)*l̥uʔ-s turn the head towards74500.011850U+9996"
1104a,流,liú,ljuw,l,來,-juw,尤,l- + -juw A,*ru,ru,"flow (v.)31631.12856U+6D41
 蝤蠐 tree-grub*s-ruʔ (dialect: > *sruʔ > MCsrjuwX > sruwX > suwX)",,145,"1104a流liúljuw(l- + -juw A)*ru flow (v.)31631.12856U+6D41
 蝤蠐 tree-grub*s-ruʔ (dialect: > *sruʔ > MCsrjuwX > sruwX > suwX)"
1104c,旒,liú,ljuw,l,來,-juw,尤,l- + -juw A,*[r]u,ru,"pendants of banner, cap",32183.1709U+65D2,146,"1104c旒liúljuw(l- + -juw A)*[r]u pendants of banner, cap32183.1709U+65D2"
1105g,猱,náo,naw,n,泥,-aw,豪,n- + -aw A,*nˤu,nˤu,a kind of monkey,21361.07949U+7331,146,1105g猱náonaw(n- + -aw A)*nˤu a kind of monkey21361.07949U+7331
1107a,缶,fǒu,pjuw,p,幫,-juw,尤,p- + -juw B,*p(r)uʔ,pruʔ,earthenware52935.011210U+7F36 1108a⾩阜fùbjuwX(b- + -juw B)*[b](r)uʔ big mound64114.011700U+961C 1109a⽭矛máomjuw(m- + -juw A)*m(r)u a kind of lance,42764.011100U+77DB,146,1107a缶fǒupjuwX(p- + -juw B)*p(r)uʔ earthenware52935.011210U+7F36 1108a⾩阜fùbjuwX(b- + -juw B)*[b](r)uʔ big mound64114.011700U+961C 1109a⽭矛máomjuw(m- + -juw A)*m(r)u a kind of lance42764.011100U+77DB
1109c,茅,máo,maew,m,明,-aew,肴,m- + -aew A,*C.mˤru,C.mˤru,kind of grass; 'thatch',53199.011405U+8305,146,1109c茅máomaew(m- + -aew A)*C.mˤru kind of grass; 'thatch'53199.011405U+8305
1109j,務,wù,mju,m,明,-ju,虞,m- + -ju C,*m(r)o-s,mro-s,exert oneself,42765.09199U+52D9,146,1109j務wùmjuH(m- + -ju C)*m(r)o-s exert oneself42765.09199U+52D9
1109q,瞀,mào,maewk,m,明,-aewk,覺,m- + -aewk D,*mˤ<r>uk,mˤruk,troubled eyesight,42504.031099U+7780,146,1109q瞀màomaewk(m- + -aewk D)*mˤ<r>uk troubled eyesight42504.031099U+7780
1109t,霧,wù,mju,m,明,-ju,虞,m- + -ju C,*kə.m(r)[o]k-s,kə.mrok-s,"fog, mist64074.1517311U+9727 1111a⽖爪zhǎotsraewX(tsr- + -aew B)*[ts]ˤ<r>uʔ claw",32030.01870U+722A,146,"1109t霧wùmjuH(m- + -ju C)*kəә.m(r)[o]k-s fog, mist64074.1517311U+9727 1111a⽖爪zhǎotsraewX(tsr- + -aew B)*[ts]ˤ<r>uʔ claw32030.01870U+722A"
1111c,抓,zhuā,tsraew,tsr,莊,-aew,肴,tsr- + -aew A,*[ts](ˤ)ru,tsˤru,grasp,31839.01644U+6293,146,1111c抓zhuātsraew(tsr- + -aew A)*[ts](ˤ)ru grasp31839.01644U+6293
1111c,抓,zhuā,tsraew,tsr,莊,-aew,肴,tsr- + -aew B,*tsˤ<r>uʔ,tsˤruʔ,grasp,31839.01644U+6293,146,1111c抓zhuātsraewX(tsr- + -aew B)*tsˤ<r>uʔ grasp31839.01644U+6293
1112a,㕚,zhǎo,tsraew,tsr,莊,-aew,肴,tsr- + -aew B,*[ts]ˤ<r>uʔ,tsˤruʔ,claw,10393.02292U+355A,146,1112a㕚zhǎotsraewX(tsr- + -aew B)*[ts]ˤ<r>uʔ claw10393.02292U+355A
1112d,蚤,zǎo,tsaw,ts,精,-aw,豪,ts- + -aw B,*tsˤuʔ,tsˤuʔ,flea,42836.031424U+86A4,146,1112d蚤zǎotsawX(ts- + -aw B)*tsˤuʔ flea42836.031424U+86A4
1112f,搔,sāo,saw,s,心,-aw,豪,s- + -aw A,*s-[ts]ˤu,s-tsˤu,scratch (v.),31939.066410U+6414,146,1112f搔sāosaw(s- + -aw A)*s-[ts]ˤu scratch (v.)31939.066410U+6414
1112g,騷,sāo,saw,s,心,-aw,豪,s- + -aw A,*[s]ˤu,sˤu,disturb,74567.118710U+9A37,146,1112g騷sāosaw(s- + -aw A)*[s]ˤu disturb74567.118710U+9A37
1113a,包,bāo,paew,p,幫,-aew,肴,p- + -aew A,*pˤ<r>u,pˤru,"wrap, bundle",10257.06203U+5305,146,"1113a包bāopaew(p- + -aew A)*pˤ<r>u wrap, bundle10257.06203U+5305"
1113b,胞,bāo,paew,p,幫,-aew,肴,p- + -aew A,*pˤ<r>u,pˤru,womb,32062.071305U+80DE,146,1113b胞bāopaew(p- + -aew A)*pˤ<r>u womb32062.071305U+80DE
1113c,苞,bāo,paew,p,幫,-aew,肴,p- + -aew A,*pˤ<r>u,pˤru,reed mat for wrapping,53195.061405U+82DE,146,1113c苞bāopaew(p- + -aew A)*pˤ<r>u reed mat for wrapping53195.061405U+82DE
1113d,飽,bǎo,paew,p,幫,-aew,肴,p- + -aew B,*pˤruʔ,pˤruʔ,be satiated,74448.121845U+98FD,146,1113d飽bǎopaewX(p- + -aew B)*pˤruʔ be satiated74448.121845U+98FD
1113f,匏,páo,baew,b,並,-aew,肴,b- + -aew A,*[b]ˤru,bˤru,gourd,10542.04209U+530F,146,1113f匏páobaew(b- + -aew A)*[b]ˤru gourd10542.04209U+530F
1113i,袍,páo,baw,b,並,-aw,豪,b- + -aw A,*m.[p]ˤu,m.pˤu,long robe,53084.061455U+888D,146,1113i袍páobaw(b- + -aw A)*m.[p]ˤu long robe53084.061455U+888D
1113j,抱,bào,baw,b,並,-aw,豪,b- + -aw B,*[m-p]ˤuʔ,m-pˤuʔ,carry in the arms,31856.04645U+62B1,146,1113j抱bàobawX(b- + -aw B)*[m-p]ˤuʔ carry in the arms31856.04645U+62B1
1113k,枹,fú,bjuw,b,並,-juw,尤,b- + -juw A,*[b](r)u,bru,drum stick,21187.05755U+67B9,146,1113k枹fúbjuw(b- + -juw A)*[b](r)u drum stick21187.05755U+67B9
1113n,雹,báo,baewk,b,並,-aewk,覺,b- + -aewk D,*C.[b]ˤruk,C.bˤruk,hail,64061.051735U+96F9,146,1113n雹báobaewk(b- + -aewk D)*C.[b]ˤruk hail64061.051735U+96F9
1114a,卯,mǎo,maew,m,明,-aew,肴,m- + -aew B,*mˤruʔ,mˤruʔ,4th earthly branch,10311.05263U+536F,146,1114a卯mǎomaewX(m- + -aew B)*mˤruʔ 4th earthly branch10311.05263U+536F
1114f,茆,mǎo,maew,m,明,-aew,肴,m- + -aew B,*mˤruʔ,mˤruʔ,Brasenia,53195.021405U+8306,146,1114f茆mǎomaewX(m- + -aew B)*mˤruʔ Brasenia53195.021405U+8306
1114g,昴,mǎo,maew,m,明,-aew,肴,m- + -aew B,*mˤruʔ,mˤruʔ,the Pleiades,21503.02725U+6634,146,1114g昴mǎomaewX(m- + -aew B)*mˤruʔ the Pleiades21503.02725U+6634
1114j,貿,mào,muw,m,明,-uw,侯,m- + -uw C,*mru-s,mru-s,barter (v.),63634.11545U+8CBF,146,1114j貿màomuwH(m- + -uw C)*mru-s barter (v.)63634.11545U+8CBF
1114l,柳,liǔ,ljuw,l,來,-juw,尤,l- + -juw B,*([m]ə.)ruʔ,mə.ruʔ,willow,21187.02755U+67F3,146,1114l柳liǔljuwX(l- + -juw B)*([m]əә.)ruʔ willow21187.02755U+67F3
1114p,留,liú,ljuw,l,來,-juw,尤,l- + -juw A,*C.ru,C.ru,"stay, remain",42537.041025U+7559,146,"1114p留liúljuw(l- + -juw A)*C.ru stay, remain42537.041025U+7559"
1114u,聊,liáo,lew,l,來,-ew,蕭,l- + -ew A,*[r]ˤiw,rˤiw,rely on42787.071285U+804A 1114a'劉liúljuw(l- + -juw A)*məә-ru kill; surname,10359.041813U+5289,147,1114u聊liáolew(l- + -ew A)*[r]ˤiw rely on42787.071285U+804A 1114a'劉liúljuw(l- + -juw A)*məә-ru kill; surname10359.041813U+5289
1115a,幺,yāo,'ew,',影,-ew,蕭,'- + -ew A,*ʔˤ[i]w,ʔˤiw,small (Shuōwén),21092.14520U+5E7A,147,1115a幺yāo'ew('- + -ew A)*ʔˤ[i]w small (Shuōwén)21092.14520U+5E7A
1115c,幽,yōu,'jiw,',影,-jiw,幽,'- + -jiw A,*[ʔ](r)iw,ʔriw,dark; secluded,21094.08526U+5E7D,147,1115c幽yōu'jiw('- + -jiw A)*[ʔ](r)iw dark; secluded21094.08526U+5E7D
1115f,幼,yòu,'jiw,',影,-jiw,幽,'- + -jiw C,*[ʔ](r)iw-s,ʔriw-s,young,21093.07522U+5E7C,147,1115f幼yòu'jiwH('- + -jiw C)*[ʔ](r)iw-s young21093.07522U+5E7C
1115i,窈,yǎo,'ew,',影,-ew,蕭,'- + -ew B,*ʔˤ[e]wʔ,ʔˤewʔ,'ewX-dewX hidden; deep42727.071165U+7A88 1116a⿃鳥niǎotewX(t- + -ew B)*tˤiwʔ bird,74613.011960U+9CE5,147,1115i窈yǎo'ewX('- + -ew B)*ʔˤ[e]wʔ 'ewX-dewX hidden; deep42727.071165U+7A88 1116a⿃鳥niǎotewX(t- + -ew B)*tˤiwʔ bird74613.011960U+9CE5
1116c,島,dǎo,taw,t,端,-aw,豪,t- + -aw B,*tˤuʔ,tˤuʔ,island,10775.14467U+5CF6,147,1116c島dǎotawX(t- + -aw B)*tˤuʔ island10775.14467U+5CF6
1117a,隺,hè,howk,h,匣,-owk,沃,h- + -owk D,*[g]ˤawk,gˤawk,high,64090.061722U+96BA,147,1117a隺hèhowk(h- + -owk D)*[g]ˤawk high64090.061722U+96BA
1117b,鶴,hè,haewk,h,匣,-aewk,覺,h- + -aewk D,*[g]ˤrawk,gˤrawk,white (of birds),74654.0319610U+9DB4,147,1117b鶴hèhaewk(h- + -aewk D)*[g]ˤrawk white (of birds)74654.0319610U+9DB4
1117b,鶴,hè,hak,h,匣,-ak,鐸,h- + -ak D,*[g]ˤawk,gˤawk,crane,74654.0319610U+9DB4,147,1117b鶴hèhak(h- + -ak D)*[g]ˤawk crane74654.0319610U+9DB4
1117d,確,què,khaewk,kh,溪,-aewk,覺,kh- + -aewk D,*[k]ʰˤrawk,kʰˤrawk,"solid, firm",42450.0411210U+78BA,147,"1117d確quèkhaewk(kh- + -aewk D)*[k]ʰˤrawk solid, firm42450.0411210U+78BA"
1118a,虐,nüè,ngjak,ng,疑,-jak,藥,ng- + -jak D,*[ŋ](r)awk,ŋrawk,cruel,42820.051413U+8650,147,1118a虐nüèngjak(ng- + -jak D)*[ŋ](r)awk cruel42820.051413U+8650
1118d,謔,xuè,xjak,x,曉,-jak,藥,x- + -jak D,*ŋ̊(r)awk,ŋ̊rawk,"ridicule, jest (v.)63996.1314910U+8B14 1119a⿕龠yuèyak(y- + -jak D)*lewk flute; key; tube",74807.012140U+9FA0,147,"1118d謔xuèxjak(x- + -jak D)*ŋ̊(r)awk ridicule, jest (v.)63996.1314910U+8B14 1119a⿕龠yuèyak(y- + -jak D)*lewk flute; key; tube74807.012140U+9FA0"
1120h,的,dì,tek,t,端,-ek,錫,t- + -ek D,*[t-l]ˤewk,t-lˤewk,bright; mark in a target,42644.161063U+7684,147,1120h的dìtek(t- + -ek D)*[t-l]ˤewk bright; mark in a target42644.161063U+7684
1120k,釣,diào,tew,t,端,-ew,蕭,t- + -ew C,*[t]ˤewk-s,tˤewk-s,to angle,64173.021673U+91E3,147,1120k釣diàotewH(t- + -ew C)*[t]ˤewk-s to angle64173.021673U+91E3
1120m,約,yào,'jiew,',影,-jiew,宵 (IV),'- + -jiew C,*[q]ewk-s,qewk-s,"bond, agreement (n.)",53364.151203U+7D04,147,"1120m約yào'jiewH('- + -jiew C)*[q]ewk-s bond, agreement (n.)53364.151203U+7D04"
1120m,約,yuē,'jak,',影,-jak,藥,'- + -jak D,*[q](r)ewk,qrewk,"bind (v.), make an agreement",53364.151203U+7D04,147,"1120m約yuē'jak('- + -jak D)*[q](r)ewk bind (v.), make an agreement53364.151203U+7D04"
1120n,葯,yào,'aewk,',影,-aewk,覺,'- + -aewk D,*[q]ˤrewk,qˤrewk,Iris leaves,53259.091409U+846F,147,1120n葯yào'aewk('- + -aewk D)*[q]ˤrewk Iris leaves53259.091409U+846F
1120n,葯,yuē,'jak,',影,-jak,藥,'- + -jak D,*[q]ˤrewk,qˤrewk,Iris leaves,53259.091409U+846F,147,1120n葯yuē'jak('- + -jak D)*[q]ˤrewk Iris leaves53259.091409U+846F
1121a,爵,jué,tsjak,ts,精,-jak,藥,ts- + -jak D,*[ts]ewk,tsewk,"nobility, rank",32037.068714U+7235,147,"1121a爵juétsjak(ts- + -jak D)*[ts]ewk nobility, rank32037.068714U+7235"
1122a,雀,què,tsjak,ts,精,-jak,藥,ts- + -jak D,*[ts]ewk,tsewk,sparrow,64091.071723U+96C0,147,1122a雀quètsjak(ts- + -jak D)*[ts]ewk sparrow64091.071723U+96C0
1123d,溺,nì,nek,n,泥,-ek,錫,n- + -ek D,*nˤewk,nˤewk,to sink in water,31710.078510U+6EBA,147,1123d溺nìnek(n- + -ek D)*nˤewk to sink in water31710.078510U+6EBA
1123d,溺,niào,new,n,泥,-ew,蕭,n- + -ew C,*kə.nˤewk-s,kə.nˤewk-s,urine,31710.078510U+6EBA,147,1123d溺niàonewH(n- + -ew C)*kəә.nˤewk-s urine31710.078510U+6EBA
1124a,翟,dí,dek,d,定,-ek,錫,d- + -ek D,*lˤewk,lˤewk,pheasant,53350.061248U+7FDF,147,1124a翟dídek(d- + -ek D)*lˤewk pheasant53350.061248U+7FDF
1124c,糴,dí,dek,d,定,-ek,錫,d- + -ek D,*lˤewk,lˤewk,buy grain,53163.1811916U+7CF4,148,1124c糴dídek(d- + -ek D)*lˤewk buy grain53163.1811916U+7CF4
1124g,擢,zhuó,draewk,dr,澄,-aewk,覺,dr- + -aewk D,*lˤrewk,lˤrewk,"pull out, select",31977.076414U+64E2,148,"1124g擢zhuódraewk(dr- + -aewk D)*lˤrewk pull out, select31977.076414U+64E2"
1124h,濯,zhào,draew,dr,澄,-aew,肴,dr- + -aew C,*lˤrewk-s,lˤrewk-s,wash clothes,31775.018514U+6FEF,148,1124h濯zhàodraewH(dr- + -aew C)*lˤrewk-s wash clothes31775.018514U+6FEF
1124h,濯,zhuó,draewk,dr,澄,-aewk,覺,dr- + -aewk D,*lˤrewk,lˤrewk,wash,31775.018514U+6FEF,148,1124h濯zhuódraewk(dr- + -aewk D)*lˤrewk wash31775.018514U+6FEF
1124q,櫂,zhào,draew,dr,澄,-aew,肴,dr- + -aew C,*lˤrewk-s,lˤrewk-s,oar,21311.097514U+6AC2,148,1124q櫂zhàodraewH(dr- + -aew C)*lˤrewk-s oar21311.097514U+6AC2
1125-,𤻲,lè,lak,l,來,-ak,鐸,l- + -ak D,*[r]ˤawk,rˤawk,to cure,42703.0110415U+24EF2,148,1125-𤻲lèlak(l- + -ak D)*[r]ˤawk to cure42703.0110415U+24EF2
1125a,樂,lè,lak,l,來,-ak,鐸,l- + -ak D,*[r]ˤawk,rˤawk,to cure,21280.167511U+6A02,148,1125a樂lèlak(l- + -ak D)*[r]ˤawk to cure21280.167511U+6A02
1125a,樂,lè,lak,l,來,-ak,鐸,l- + -ak D,*[r]ˤawk,rˤawk,joy; enjoy,21280.167511U+6A02,148,1125a樂lèlak(l- + -ak D)*[r]ˤawk joy; enjoy21280.167511U+6A02
1125a,樂,yào,ngaew,ng,疑,-aew,肴,ng- + -aew C,*[ŋ]ˤrawk-s,ŋˤrawk-s,cause to rejoice,21280.167511U+6A02,148,1125a樂yàongaewH(ng- + -aew C)*[ŋ]ˤrawk-s cause to rejoice21280.167511U+6A02
1125a,樂,yuè,ngaewk,ng,疑,-aewk,覺,ng- + -aewk D,*[ŋ]ˤrawk,ŋˤrawk,music,21280.167511U+6A02,148,1125a樂yuèngaewk(ng- + -aewk D)*[ŋ]ˤrawk music21280.167511U+6A02
1125d,轢,lì,lak,l,來,-ak,鐸,l- + -ak D,*[r]ˤawk,rˤawk,crush under wheels,53561.0415915U+8F62,148,1125d轢lìlak(l- + -ak D)*[r]ˤawk crush under wheels53561.0415915U+8F62
