entry_id,character,modern_reading,mc_form,mc_onset,mc_onset_group,mc_rhyme,mc_rhyme_group,mc_annotation,oc_form_raw,oc_form_clean,gloss,source_ref,pdf_page,raw_text
0209a,鮮,xiān,sjen,s,心,-jen,仙 (III),s- + -jen A,*[s][a]r,sar,fresh; good,74688.061956U+9BAE,36,0209a鮮xiānsjen(s- + -jen A)*[s][a]r fresh; good74688.061956U+9BAE
0209a,鮮,xiān,sjen,s,心,-jen,仙 (III),s- + -jen A,*s[a]r,sar,,74688.061956U+9BAE,36,0209a鮮xiānsjen(s- + -jen A)*s[a]r 74688.061956U+9BAE
0209a,鮮,xiǎn,sjen,s,心,-jen,仙 (III),s- + -jen B,*[s][e]rʔ,serʔ,"rare, few",74688.061956U+9BAE,36,"0209a鮮xiǎnsjenX(s- + -jen B)*[s][e]rʔ rare, few74688.061956U+9BAE"
0209d,癬,xuǎn,sjen,s,心,-jen,仙 (III),s- + -jen B,*[s]arʔ,sarʔ,ringworm,42704.0310417U+766C,36,0209d癬xuǎnsjenX(s- + -jen B)*[s]arʔ ringworm42704.0310417U+766C
0213-,僆,liàn,ljen,l,來,-jen,仙 (III),l- + -jen C,*k.r[a]n-s,k.ran-s,(no pre-Qín exx.)chick,10208.08911U+50C6,36,0213-僆liànljenH(l- + -jen C)*k.r[a]n-s (no pre-Qín exx.)chick10208.08911U+50C6
0213a,連,lián,ljen,l,來,-jen,仙 (III),l- + -jen A,*[r]a[n],ran,connect in a row,63836.011627U+9023,36,0213a連liánljen(l- + -jen A)*[r]a[n] connect in a row63836.011627U+9023
0213a,連,lián,ljen,l,來,-jen,仙 (III),l- + -jen A,*C.ra[n],C.ran,[surname],63836.011627U+9023,36,0213a連liánljen(l- + -jen A)*C.ra[n] [surname]63836.011627U+9023
0213b,漣,lián,ljen,l,來,-jen,仙 (III),l- + -jen A,*[r]a[n],ran,ripple; drip,31695.038511U+6F23,36,0213b漣liánljen(l- + -jen A)*[r]a[n] ripple; drip31695.038511U+6F23
0215a,輦,niǎn,ljen,l,來,-jen,仙 (III),l- + -jen B,*[r][a][n]ʔ,ranʔ,cart drawn by men,53536.131598U+8F26,36,0215a輦niǎnljenX(l- + -jen B)*[r][a][n]ʔ cart drawn by men53536.131598U+8F26
0219-,辮,biàn,ben,b,並,-en,先,b- + -en B,*m-pˤe[r]ʔ,m-pˤerʔ,"braid (v., n.) (Shuōwén)",64044.0616013U+8FAE,36,"0219-辮biànbenX(b- + -en B)*m-pˤe[r]ʔ braid (v., n.) (Shuōwén)64044.0616013U+8FAE"
0219a,辡,biàn,pjen,p,幫,-jen,仙 (III),p- + -jen B,*prenʔ,prenʔ,,64040.031607U+8FA1,36,0219a辡biànpjenX(p- + -jen B)*prenʔ 64040.031607U+8FA1
0219b,辨,biàn,bjen,b,並,-jen,仙 (III),b- + -jen B,*[b]renʔ,brenʔ,distinguish,64041.061609U+8FA8,36,0219b辨biànbjenX(b- + -jen B)*[b]renʔ distinguish64041.061609U+8FA8
0219e,辯,biàn,bjen,b,並,-jen,仙 (III),b- + -jen B,*[b]renʔ,brenʔ,"distinguish, dispute (v.)",64045.0116014U+8FAF,36,"0219e辯biànbjenX(b- + -jen B)*[b]renʔ distinguish, dispute (v.)64045.0116014U+8FAF"
0219f,辦,bàn,bean,b,並,-ean,山,b- + -ean C,*[b]ˤren-s,bˤren-s,"manage, deal with",64042.051609U+8FA6,36,"0219f辦bànbeanH(b- + -ean C)*[b]ˤren-s manage, deal with64042.051609U+8FA6"
0220a,弁,biàn,bjen,b,並,-jen,仙 (III),b- + -jen C,*C.[b]ro[n]-s,C.bron-s,cap,10514.07552U+5F01,36,0220a弁biànbjenH(b- + -jen C)*C.[b]ro[n]-s cap10514.07552U+5F01
0220b,卞,biàn,bjen,b,並,-jen,仙 (III),b- + -jen C,*[b]ro[n]-s,bron-s,law,10092.03252U+535E,36,0220b卞biànbjenH(b- + -jen C)*[b]ro[n]-s law10092.03252U+535E
0220f,笲,fán,bjen,b,並,-jen,仙 (III),b- + -jen C,*[b]ro[n]-s,bron-s,basket,52961.021185U+7B32,36,0220f笲fánbjenH(b- + -jen C)*[b]ro[n]-s basket52961.021185U+7B32
0221a,便,biàn,bjien,b,並,-jien,仙 (IV),b- + -jien C,*[b]e[n]-s,ben-s,comfortable; advantageous,10157.0397U+4FBF,36,0221a便biànbjienH(b- + -jien C)*[b]e[n]-s comfortable; advantageous10157.0397U+4FBF
0221a,便,pián,bjien,b,並,-jien,仙 (IV),b- + -jien A,*[b]e[n],ben,glib-tongued,10157.0397U+4FBF,36,0221a便piánbjien(b- + -jien A)*[b]e[n] glib-tongued10157.0397U+4FBF
0221c,鞭,biān,pjien,p,幫,-jien,仙 (IV),p- + -jien A,*pe[n],pen,whip (n.),74343.061779U+97AD,36,0221c鞭biānpjien(p- + -jien A)*pe[n] whip (n.)74343.061779U+97AD
0222a,免,miǎn,mjen,m,明,-jen,仙 (III),m- + -jen B,*mr[o][r]ʔ,mrorʔ,"avoid10270.09105U+514D
鮮卑 *s[a]r.pe Xiānbēi
*k.[r]ˤe[n] (cf. 蕑 jiān < kean <*kˤre[n] (dial. *k.rˤ- > kˤr-) ‘lotusfruit (Ode 145.2)’)
criminals accusing one another(Shuōwén)",,36,"0222a免miǎnmjenX(m- + -jen B)*mr[o][r]ʔ avoid10270.09105U+514D
鮮卑 *s[a]r.pe Xiānbēi
*k.[r]ˤe[n] (cf. 蕑 jiān < kean <*kˤre[n] (dial. *k.rˤ- > kˤr-) ‘lotusfruit (Ode 145.2)’)
criminals accusing one another(Shuōwén)"
0222b,俛,miǎn,mjen,m,明,-jen,仙 (III),m- + -jen B,*mr[a][n]ʔ,mranʔ,bend the head,10164.0597U+4FDB,37,0222b俛miǎnmjenX(m- + -jen B)*mr[a][n]ʔ bend the head10164.0597U+4FDB
0222c,勉,miǎn,mjen,m,明,-jen,仙 (III),m- + -jen B,*mr[o][r]ʔ,mrorʔ,make an effort,10372.03197U+52C9,37,0222c勉miǎnmjenX(m- + -jen B)*mr[o][r]ʔ make an effort10372.03197U+52C9
0222d,冕,miǎn,mjen,m,明,-jen,仙 (III),m- + -jen B,*mr[o][r]ʔ,mrorʔ,ceremonial cap,21514.06139U+5195,37,0222d冕miǎnmjenX(m- + -jen B)*mr[o][r]ʔ ceremonial cap21514.06139U+5195
0222h,晚,wǎn,mjon,m,明,-jon,元,m- + -jon B,*m[o][r]ʔ,morʔ,late,21514.04727U+665A,37,0222h晚wǎnmjonX(m- + -jon B)*m[o][r]ʔ late21514.04727U+665A
0222l,浼,měi,mwoj,m,明,-woj,灰,m- + -woj B,*mˤərʔ,mˤərʔ,smoothly flowing water,31631.02857U+6D7C,37,0222l浼měimwojX(m- + -woj B)*mˤəәrʔ smoothly flowing water31631.02857U+6D7C
0222l,浼,měi,mwoj,m,明,-woj,灰,m- + -woj B,*mˤ[u]rʔ,mˤurʔ,defile (v.)31631.02857U+6D7C 0223a⾯面miànmjienH(m- + -jien C)*C.me[n]-s face,74398.011760U+9762,37,0222l浼měimwojX(m- + -woj B)*mˤ[u]rʔ defile (v.)31631.02857U+6D7C 0223a⾯面miànmjienH(m- + -jien C)*C.me[n]-s face74398.011760U+9762
0223c,湎,miǎn,mjien,m,明,-jien,仙 (IV),m- + -jien B,*menʔ,menʔ,sink in (wine),31672.03859U+6E4E,37,0223c湎miǎnmjienX(m- + -jien B)*menʔ sink in (wine)31672.03859U+6E4E
0224c,邊,biān,pen,p,幫,-en,先,p- + -en A,*pˤe[n],pˤen,side,63894.0316215U+908A,37,0224c邊biānpen(p- + -en A)*pˤe[n] side63894.0316215U+908A
0224f,籩,biān,pjien,p,幫,-jien,仙 (IV),p- + -jien A,*pe[n],pen,kind of vessel,53033.1811819U+7C69,37,0224f籩biānpjien(p- + -jien A)*pe[n] kind of vessel53033.1811819U+7C69
0226a,卷,juǎn,kjwen,k,見,-jwen,仙 (III),k- + -jwen B,*[k](r)o[n]ʔ,kronʔ,roll (v.),10315.03266U+5377,37,0226a卷juǎnkjwenX(k- + -jwen B)*[k](r)o[n]ʔ roll (v.)10315.03266U+5377
0226a,卷,quán,gjwen,g,群,-jwen,仙 (III),g- + -jwen A,*[g]ʷren,gʷren,handsome,10315.03266U+5377,37,0226a卷quángjwen(g- + -jwen A)*[g]ʷren handsome10315.03266U+5377
0226b,睠,juàn,kjwen,k,見,-jwen,仙 (III),k- + -jwen C,*[k]ro[n]-s,kron-s,look on with affection,42499.071098U+7760,37,0226b睠juànkjwenH(k- + -jwen C)*[k]ro[n]-s look on with affection42499.071098U+7760
0226c,眷,juàn,kjwen,k,見,-jwen,仙 (III),k- + -jwen C,*[k]ro[n]-s,kron-s,look on with affection,42487.131096U+7737,37,0226c眷juànkjwenH(k- + -jwen C)*[k]ro[n]-s look on with affection42487.131096U+7737
0226e,鬈,quán,gjwen,g,群,-jwen,仙 (III),g- + -jwen A,*[g]ʷren,gʷren,handsome (hair?),74529.011908U+9B08,37,0226e鬈quángjwen(g- + -jwen A)*[g]ʷren handsome (hair?)74529.011908U+9B08
0226g,拳,quán,gjwen,g,群,-jwen,仙 (III),g- + -jwen A,*N-kro[n],N-kron,fist (< rolled-up hand),31864.08646U+62F3,37,0226g拳quángjwen(g- + -jwen A)*N-kro[n] fist (< rolled-up hand)31864.08646U+62F3
0226k,圈,juàn,gjwen,g,群,-jwen,仙 (III),g- + -jwen B,*[g](r)o[n]ʔ,gronʔ,enclosure for pigs,10721.08318U+5708,37,0226k圈juàngjwenX(g- + -jwen B)*[g](r)o[n]ʔ enclosure for pigs10721.08318U+5708
0227d,塤,xuān,xjwon,x,曉,-jwon,元,x- + -jwon A,*qʰo[n],qʰon,ocarina,10472.023210U+5864,37,0227d塤xuānxjwon(x- + -jwon A)*qʰo[n] ocarina10472.023210U+5864
0228-,㘣,xuán,zjwen,z,邪,-jwen,仙 (III),z- + -jwen A,*s-[ɢ]ʷe[n],s-ɢʷen,compasses,10719.06317U+3623,37,0228-㘣xuánzjwen(z- + -jwen A)*s-[ɢ]ʷe[n] compasses10719.06317U+3623
0228a,肙,yuān,'wen,',影,-wen,先,'- + -wen A,*qʷˤen,qʷˤen,small worm (Shuōwén),32045.071303U+8099,37,0228a肙yuān'wen('- + -wen A)*qʷˤen small worm (Shuōwén)32045.071303U+8099
0228b,蜎,yuān,'jwien,',影,-jwien,仙 (IV),'- + -jwien B,*qʷenʔ,qʷenʔ,"crawl (as an insect); soft, bending",42855.111427U+870E,37,"0228b蜎yuān'jwienX('- + -jwien B)*qʷenʔ crawl (as an insect); soft, bending42855.111427U+870E"
0228b,蜎,yuān,'wen,',影,-wen,先,'- + -wen A,*qʷˤen,qʷˤen,"crawl (as an insect); soft, bending",42855.111427U+870E,37,"0228b蜎yuān'wen('- + -wen A)*qʷˤen crawl (as an insect); soft, bending42855.111427U+870E"
0228b,蜎,yuān,gjwien,g,群,-jwien,仙 (IV),g- + -jwien B,*[m-k-qʷ]enʔ,m-k-qʷenʔ,"crawl (as an insect); soft, bending",42855.111427U+870E,37,"0228b蜎yuāngjwienX(g- + -jwien B)*[m-k-qʷ]enʔ crawl (as an insect); soft, bending 42855.111427U+870E"
0228c,悁,yuān,'jwien,',影,-jwien,仙 (IV),'- + -jwien A,*qʷen,qʷen,dissatisfied,42304.06617U+6081,37,0228c悁yuān'jwien('- + -jwien A)*qʷen dissatisfied42304.06617U+6081
0228f,絹,juàn,kjwien,k,見,-jwien,仙 (IV),k- + -jwien C,*[k]ʷen-s,kʷen-s,a kind of silk stuff,53404.071207U+7D79,37,0228f絹juànkjwienH(k- + -jwien C)*[k]ʷen-s a kind of silk stuff53404.071207U+7D79
0228j,鞙,xuàn,hwen,h,匣,-wen,先,h- + -wen B,*[ɢ]ʷˤenʔ,ɢʷˤenʔ,pure (of jade),74336.11777U+9799,37,0228j鞙xuànhwenX(h- + -wen B)*[ɢ]ʷˤenʔ pure (of jade)74336.11777U+9799
0228k,駽,xuān,xwen,x,曉,-wen,先,x- + -wen A,*qʷʰˤen,qʷʰˤen,bluish-black horse,74557.081877U+99FD,38,0228k駽xuānxwen(x- + -wen A)*qʷʰˤen bluish-black horse74557.081877U+99FD
0228k,駽,xuàn,xwen,x,曉,-wen,先,x- + -wen C,*qʷʰˤen-s,qʷʰˤen-s,bluish-black horse,74557.081877U+99FD,38,0228k駽xuànxwenH(x- + -wen C)*qʷʰˤen-s bluish-black horse74557.081877U+99FD
0231e,轉,zhuǎn,trjwen,tr,知,-jwen,仙 (III),tr- + -jwen B,*mə-tronʔ,mə-tronʔ,"turn around, transfer",53552.0415911U+8F49,38,"0231e轉zhuǎntrjwenX(tr- + -jwen B)*məә-tronʔ turn around, transfer53552.0415911U+8F49"
0231e,轉,zhuǎn,trjwen,tr,知,-jwen,仙 (III),tr- + -jwen B,*tronʔ,tronʔ,,53552.0415911U+8F49,38,0231e轉zhuǎntrjwenX(tr- + -jwen B)*tronʔ 53552.0415911U+8F49
0231f,傳,chuán,drjwen,dr,澄,-jwen,仙 (III),dr- + -jwen A,*m-tron,m-tron,transmit,10208.09911U+50B3,38,0231f傳chuándrjwen(dr- + -jwen A)*m-tron transmit10208.09911U+50B3
0231f,傳,zhuàn,drjwen,dr,澄,-jwen,仙 (III),dr- + -jwen C,*N-tron-s,N-tron-s,what has been transmitted,10208.09911U+50B3,38,0231f傳zhuàndrjwenH(dr- + -jwen C)*N-tron-s what has been transmitted10208.09911U+50B3
0231f,傳,zhuàn,trjwen,tr,知,-jwen,仙 (III),tr- + -jwen C,*tron-s,tron-s,relay post,10208.09911U+50B3,38,0231f傳zhuàntrjwenH(tr- + -jwen C)*tron-s relay post10208.09911U+50B3
0231n,團,tuán,dwan,d,定,-wan,桓,d- + -wan A,*C.[d]ˤon,C.dˤon,"round, plenty",10725.023111U+5718,38,"0231n團tuándwan(d- + -wan A)*C.[d]ˤon round, plenty10725.023111U+5718"
0231p,摶,tuán,dwan,d,定,-wan,桓,d- + -wan A,*[d]ˤon,dˤon,round; make round,31942.116411U+6476,38,0231p摶tuándwan(d- + -wan A)*[d]ˤon round; make round31942.116411U+6476
0234a,全,quán,dzjwen,dz,從,-jwen,仙 (III),dz- + -jwen A,*[dz]o[n],dzon,complete (adj.),10115.08114U+5168,38,0234a全quándzjwen(dz- + -jwen A)*[dz]o[n] complete (adj.)10115.08114U+5168
0236a,旋,xuán,zjwen,z,邪,-jwen,仙 (III),z- + -jwen A,*s-ɢʷen,s-ɢʷen,turn around; return,32181.04707U+65CB,38,0236a旋xuánzjwen(z- + -jwen A)*s-ɢʷen turn around; return32181.04707U+65CB
0236a,旋,xuàn,zjwen,z,邪,-jwen,仙 (III),z- + -jwen C,*s-ɢʷen-s,s-ɢʷen-s,whorl of hair on the head,32181.04707U+65CB,38,0236a旋xuànzjwenH(z- + -jwen C)*s-ɢʷen-s whorl of hair on the head32181.04707U+65CB
0237a,泉,quán,dzjwen,dz,從,-jwen,仙 (III),dz- + -jwen A,*s-N-ɢʷar,s-N-ɢʷar,"(MC I!)spring, source",31576.1855U+6CC9,38,"0237a泉quándzjwen(dz- + -jwen A)*s-N-ɢʷar (MC I!)spring, source31576.1855U+6CC9"
0239-,妍,yán,ngen,ng,疑,-en,先,ng- + -en A,*[ŋ]ˤe[r],ŋˤer,beautiful,21029.07386U+598D,38,0239-妍yánngen(ng- + -en A)*[ŋ]ˤe[r] beautiful21029.07386U+598D
0239-,羿,yì,ngej,ng,疑,-ej,齊,ng- + -ej C,*[ŋ]ˤer-s,ŋˤer-s,,53342.051243U+7FBF,38,0239-羿yìngejH(ng- + -ej C)*[ŋ]ˤer-s 53342.051243U+7FBF
0239a,幵,qiān,ken,k,見,-en,先,k- + -en A,*[k]ˤe[r],kˤer,"even, level (Shuōwén)",10408.02513U+5E75,38,"0239a幵qiānken(k- + -en A)*[k]ˤe[r] even, level (Shuōwén)10408.02513U+5E75"
0239b,豣,jiān,ken,k,見,-en,先,k- + -en A,*[k]ˤe[n],kˤen,pig or boar 3 years old,63613.131526U+8C63,38,0239b豣jiānken(k- + -en A)*[k]ˤe[n] pig or boar 3 years old63613.131526U+8C63
0239g,硏,yán,ngen,ng,疑,-en,先,ng- + -en C,*C.[ŋ]ˤe[r]-s,C.ŋˤer-s,(< uvular)inkstone,42418.1411126U+784F,38,0239g硏yánngenH(ng- + -en C)*C.[ŋ]ˤe[r]-s (< uvular)inkstone42418.1411126U+784F
0239h,研,yán,ngen,ng,疑,-en,先,ng- + -en A,*[ŋ]ˤe[r],ŋˤer,grind; examine,42418.141124U+7814,38,0239h研yánngen(ng- + -en A)*[ŋ]ˤe[r] grind; examine42418.141124U+7814
0239i,枅,jī,kej,k,見,-ej,齊,k- + -ej A,*[k]ˤer,kˤer,(dialect: *-r > *-j),21164.01754U+6785,38,0239i枅jīkej(k- + -ej A)*[k]ˤer (dialect: *-r > *-j)21164.01754U+6785
0239i,枅,jiān,ken,k,見,-en,先,k- + -en A,*[k]ˤer,kˤer,(W dialect),21164.01754U+6785,38,0239i枅jiānken(k- + -en A)*[k]ˤer (W dialect)21164.01754U+6785
0240a,肩,jiān,ken,k,見,-en,先,k- + -en A,*[k]ˤe[n],kˤen,shoulder (n.),32052.081304U+80A9,38,0240a肩jiānken(k- + -en A)*[k]ˤe[n] shoulder (n.)32052.081304U+80A9
0241-,硯,yàn,ngen,ng,疑,-en,先,ng- + -en C,*C.[ŋ]ˤe[r]-s,C.ŋˤer-s,"(< uvular)smooth stone; inkstone42433.051127U+786F 0241a⾒見jiànkenH(k- + -en C)*[k]ˤen-s see (v.)63663.011470U+898B 0241a⾒見xiànhenH(h- + -en C)*N-[k]ˤen-s appear63663.011470U+898B
輾轉 toss and turn ((Ode 1.2,145.3)
(name of legendary archer)
crosspiece of wood on top ofpillar crosspiece of wood on top ofpillar",,38,"0241-硯yànngenH(ng- + -en C)*C.[ŋ]ˤe[r]-s (< uvular)smooth stone; inkstone42433.051127U+786F 0241a⾒見jiànkenH(k- + -en C)*[k]ˤen-s see (v.)63663.011470U+898B 0241a⾒見xiànhenH(h- + -en C)*N-[k]ˤen-s appear63663.011470U+898B
輾轉 toss and turn ((Ode 1.2,145.3)
(name of legendary archer)
crosspiece of wood on top ofpillar crosspiece of wood on top ofpillar"
0241e,現,xiàn,hen,h,匣,-en,先,h- + -en C,*N-[k]ˤen-s,N-kˤen-s,appear,21116.03967U+73FE,39,0241e現xiànhenH(h- + -en C)*N-[k]ˤen-s appear21116.03967U+73FE
0241f,俔,xiàn,hen,h,匣,-en,先,h- + -en B,*N-[k]ˤenʔ,N-kˤenʔ,to be like,10161.0197U+4FD4,39,0241f俔xiànhenX(h- + -en B)*N-[k]ˤenʔ to be like10161.0197U+4FD4
0242a,顯,xiǎn,xen,x,曉,-en,先,x- + -en B,*qʰˤenʔ,qʰˤenʔ,"display, manifest",74395.0618114U+986F,39,"0242a顯xiǎnxenX(x- + -en B)*qʰˤenʔ display, manifest74395.0618114U+986F"
0243a,燕,yàn,'en,',影,-en,先,'- + -en C,*ʔˤe[n]-s,ʔˤen-s,swallow (n.),32239.068612U+71D5,39,0243a燕yàn'enH('- + -en C)*ʔˤe[n]-s swallow (n.)32239.068612U+71D5
0243a,燕,yàn,'en,',影,-en,先,'- + -en C,*ʔˤe[n]-s,ʔˤen-s,feast,32239.068612U+71D5,39,0243a燕yàn'enH('- + -en C)*ʔˤe[n]-s feast32239.068612U+71D5
0245a,前,qián,dzen,dz,從,-en,先,dz- + -en A,*[dz]ˤen,dzˤen,(~ *m-dzˤen)before,10248.04187U+524D,39,0245a前qiándzen(dz- + -en A)*[dz]ˤen (~ *m-dzˤen)before10248.04187U+524D
0245h,箭,jiàn,tsjen,ts,精,-jen,仙 (III),ts- + -jen C,*[ts]en-s,tsen-s,arrow,52994.081189U+7BAD,39,0245h箭jiàntsjenH(ts- + -jen C)*[ts]en-s arrow52994.081189U+7BAD
0245i,翦,jiǎn,tsjen,ts,精,-jen,仙 (III),ts- + -jen B,*[ts][e][n]ʔ,tsenʔ,cut (v.),53352.071249U+7FE6,39,0245i翦jiǎntsjenX(ts- + -jen B)*[ts][e][n]ʔ cut (v.)53352.071249U+7FE6
0246-,蹁,pián,ben,b,並,-en,先,b- + -en A,*bˤe[r],bˤer,,63726.061579U+8E41,39,0246-蹁piánben(b- + -en A)*bˤe[r] 63726.061579U+8E41
0246-,騙,piàn,phjien,ph,滂,-jien,仙 (IV),ph- + -jien C,*phen(ʔ)-s,phenʔ-s,"to fool, to cheat",74566.151879U+9A19,39,"0246-騙piànphjienH(ph- + -jien C)*phen(ʔ)-s to fool, to cheat74566.151879U+9A19"
0246a,扁,biǎn,pen,p,幫,-en,先,p- + -en B,*pˤe[r]ʔ,pˤerʔ,flat and thin,32261.11635U+6241,39,0246a扁biǎnpenX(p- + -en B)*pˤe[r]ʔ flat and thin32261.11635U+6241
0246b,徧,biàn,pen,p,幫,-en,先,p- + -en C,*pˤe[n]-s,pˤen-s,(go) all around,20836.09609U+5FA7,39,0246b徧biànpenH(p- + -en C)*pˤe[n]-s (go) all around20836.09609U+5FA7
0246e,編,biān,pen,p,幫,-en,先,p- + -en A,*pˤe[r],pˤer,"plait, weave",53431.051209U+7DE8,39,"0246e編biānpen(p- + -en A)*pˤe[r] plait, weave53431.051209U+7DE8"
0246h,偏,piān,phjien,ph,滂,-jien,仙 (IV),ph- + -jien A,*pʰe[n],pʰen,oblique; subordinate,10195.199U+504F,39,0246h偏piānphjien(ph- + -jien A)*pʰe[n] oblique; subordinate10195.199U+504F
0246j,篇,piān,phjien,ph,滂,-jien,仙 (IV),ph- + -jien A,*pʰe[n],pʰen,section in writing,52995.11189U+7BC7,39,0246j篇piānphjien(ph- + -jien A)*pʰe[n] section in writing52995.11189U+7BC7
0246k,翩,piān,phjien,ph,滂,-jien,仙 (IV),ph- + -jien A,*pʰe[n],pʰen,"fly, flutter about",53353.051249U+7FE9,39,"0246k翩piānphjien(ph- + -jien A)*pʰe[n] fly, flutter about53353.051249U+7FE9"
0246m,諞,biàn,bjien,b,並,-jien,仙 (IV),b- + -jien B,*[m-pʰ]e[r]ʔ,m-pʰerʔ,insincere words,64002.061499U+8ADE,39,0246m諞biànbjienX(b- + -jien B)*[m-pʰ]e[r]ʔ insincere words64002.061499U+8ADE
0246m,諞,pián,bjien,b,並,-jien,仙 (IV),b- + -jien A,*[m-pʰ]e[r],m-pʰer,insincere words,64002.061499U+8ADE,39,0246m諞piánbjien(b- + -jien A)*[m-pʰ]e[r] insincere words64002.061499U+8ADE
0247b,眄,miǎn,men,m,明,-en,先,m- + -en B,*mˤe[n]ʔ,mˤenʔ,look askance,42472.041094U+7704,39,0247b眄miǎnmenX(m- + -en B)*mˤe[n]ʔ look askance42472.041094U+7704
0247c,沔,miǎn,mjien,m,明,-jien,仙 (IV),m- + -jien B,*m.nerʔ,m.nerʔ,richly flowing stream,31560.02854U+6C94,39,0247c沔miǎnmjienX(m- + -jien B)*m.nerʔ richly flowing stream31560.02854U+6C94
0248a,縣,xiàn,hwen,h,匣,-wen,先,h- + -wen C,*Cə.[g]ʷˤe[n]-s,Cə.gʷˤen-s,district,53435.1112010U+7E23,39,0248a縣xiànhwenH(h- + -wen C)*Cəә.[g]ʷˤe[n]-s district53435.1112010U+7E23
0248a,縣,xuán,hwen,h,匣,-wen,先,h- + -wen A,*[g]ʷˤe[n],gʷˤen,suspend,53435.1112010U+7E23,39,0248a縣xuánhwen(h- + -wen A)*[g]ʷˤe[n] suspend53435.1112010U+7E23
0249a,建,jiàn,kjon,k,見,-jon,元,k- + -jon C,*[k]a[n]-s,kan-s,"set up, establish",10404.1546U+5EFA,39,"0249a建jiànkjonH(k- + -jon C)*[k]a[n]-s set up, establish10404.1546U+5EFA"
0250a,憲,xiàn,xjon,x,曉,-jon,元,x- + -jon C,*qʰar,qʰar,"(~ *qʰar-s)law; model; rule42351.096112U+61B2 0251a⾔言yánngjon(ng- + -jon A)*ŋa[n] (a particle)63936.011490U+8A00 0251a⾔言yánngjon(ng- + -jon A)*ŋa[n] I, we63936.011490U+8A00
蹁蹮 walk with difficulty(Shuōwén)*pe[r] (~ *məә-pe[r] in donor toHM)
*N-kʷˤe[n] (error in B&S 2014,should be *Cəә.[g]ʷˤe[n] to accountfor Mǐn)",,39,"0250a憲xiànxjonH(x- + -jon C)*qʰar (~ *qʰar-s)law; model; rule42351.096112U+61B2 0251a⾔言yánngjon(ng- + -jon A)*ŋa[n] (a particle)63936.011490U+8A00 0251a⾔言yánngjon(ng- + -jon A)*ŋa[n] I, we63936.011490U+8A00
蹁蹮 walk with difficulty(Shuōwén)*pe[r] (~ *məә-pe[r] in donor toHM)
*N-kʷˤe[n] (error in B&S 2014,should be *Cəә.[g]ʷˤe[n] to accountfor Mǐn)"
0251f,誾,yín,ngin,ng,疑,-in,真 (III),ng- + -in A,*[ŋ]rə[n],ŋrən,"(< uvular?)affable, reasonable",74301.051498U+8ABE,40,"0251f誾yínngin(ng- + -in A)*[ŋ]rəә[n] (< uvular?)affable, reasonable74301.051498U+8ABE"
0252a,鬳,yàn,ngjon,ng,疑,-jon,元,ng- + -jon C,*ŋar-s,ŋar-s,boiler,74588.091936U+9B33,40,0252a鬳yànngjonH(ng- + -jon C)*ŋar-s boiler74588.091936U+9B33
0252d,甗,yǎn,ngjen,ng,疑,-jen,仙 (III),ng- + -jen C,*ŋrar-s,ŋrar-s,boiler,21433.149816U+7517,40,0252d甗yǎnngjenH(ng- + -jen C)*ŋrar-s boiler21433.149816U+7517
0252d,甗,yǎn,ngjon,ng,疑,-jon,元,ng- + -jon A,*ŋar,ŋar,boiler,21433.149816U+7517,40,0252d甗yǎnngjon(ng- + -jon A)*ŋar boiler21433.149816U+7517
0252e,獻,xiàn,sa,s,心,-a,歌,s- + -a A,*s-ŋˤar,s-ŋˤar,to filter wine,21376.099416U+737B,40,0252e獻xiànsa(s- + -a A)*s-ŋˤar to filter wine21376.099416U+737B
0252e,獻,xiàn,xjon,x,曉,-jon,元,x- + -jon C,*ŋ̊ar-s,ŋ̊ar-s,"offer, present",21376.099416U+737B,40,"0252e獻xiànxjonH(x- + -jon C)*ŋ̊ar-s offer, present21376.099416U+737B"
0252h,巘,yǎn,ngjen,ng,疑,-jen,仙 (III),ng- + -jen B,*ŋ(r)ar(ʔ),ŋrarʔ,hill; hilltop,10809.024620U+5DD8,40,0252h巘yǎnngjenX(ng- + -jen B)*ŋ(r)ar(ʔ) hill; hilltop10809.024620U+5DD8
0252h,巘,yǎn,ngjon,ng,疑,-jon,元,ng- + -jon B,*ŋ(r)ar(ʔ),ŋrarʔ,hill; hilltop,10809.024620U+5DD8,40,0252h巘yǎnngjonX(ng- + -jon B)*ŋ(r)ar(ʔ) hill; hilltop10809.024620U+5DD8
0252i,讞,yàn,ngjen,ng,疑,-jen,仙 (III),ng- + -jen C,*ŋ(r)ar-s,ŋrar-s,announce a verdict,64034.0714920U+8B9E,40,0252i讞yànngjenH(ng- + -jen C)*ŋ(r)ar-s announce a verdict64034.0714920U+8B9E
0252i,讞,yàn,ngjet,ng,疑,-jet,薛 (III),ng- + -jet D,*ŋ(r)at,ŋrat,announce a sentence (of a court),64034.0714920U+8B9E,40,0252i讞yànngjet(ng- + -jet D)*ŋ(r)at announce a sentence (of a court)64034.0714920U+8B9E
0253b,宴,yàn,'en,',影,-en,先,'- + -en C,*ʔˤe[n]-s,ʔˤen-s,feast (n.),20933.03407U+5BB4,40,0253b宴yàn'enH('- + -en C)*ʔˤe[n]-s feast (n.)20933.03407U+5BB4
